Link,Price,OwnershipType:,Property Type:,Bedrooms:,Bathrooms:,Half Bathrooms:,Access Type:,Amenities Nearby:,Built in:,Community Features:,Features:,Floor Space (approx):,Landscape Features:,Lot Depth:,Lot Frontage:,Zoning:,Sewer:,Parking Type:,Number_Parking_Spaces,Bathroom,Bedroom,Primary Bedroom,Recreation Room,Dining,Kitchen,Family,Living,Communication Type:,Fence Type:,Structure Type:,Utility Type:,Sun Room,Foyer,Utility,Laundry,Exercise,Pantry,Mudroom,Great Room,Pool Type:,Acres Range:,Architectural Style:,Basement:,Construction Materials:,Cooling:,Driveway Parking:,Exterior Features:,Heating:,Interior Features:,Laundry Features:,Lot Features:,Other Structures:,Parking Features:,Road Frontage Type:,Roof:,Security Features:,Utilities:,View:,Water Source:,Water Treatment:,Waterfront Features:,Irregular:,Lot Size:,2nd Bedroom,3rd Bedroom,Condo Fees:,MaintenanceFee Type:,Storage Type:,Fireplace Features:,Office,Den,Other,Workshop,Fencing:,Window Features:,Annual Tax Amount:,Drive:,Family Room:,Fronting On (NSEW):,Occupancy:,Pool:,Sewers:,Style:,Water:,Road Surface Type:,Storage,Eat-in Kitchen,Association Amenities:,Pool Features:,Dinette,Accessibility Features:,4th Bedroom,Common Elements Included:,Parking Included:,Water Included:,Approx Age:,Pets Permitted:,UFFI:,Parking/Drive:,Sitting,Games,Media Room,Surface Water:,5th Bedroom,Air Conditioning:,Survey:,Breakfast,Approx Square Footage:,Furnace,Flooring:,Loft,Docking Type:,Library,Business Type:,Acreage:,Playroom,Appliances Included:,Acreage Info:,Attachment Style:,Basement Development:,District:,Driveway:,Exterior Finish:,Foundation:,Geocode Source:,Heating Cooling:,Hot Water Tank Type:,Major Area:,Outdoor Features:,Property SubTypes:,PropertyType:,Rental Equipment:,Sewer Availability:,Showings:,Side Of Road:,SiteInfluences:,Sub District:,Tax Year:,Title:,Type Of Dwelling:,Water Availability:,Heating Fuel:,Soil Type:,Porch,Shore line:,Attic,View Type:,Area Influences:
https://www.royallepage.ca/en/property/ontario/london/108-alexandra-street/20375624/mls40469555/,"$474,900",,,2,1+0,,,,1942,,,982 Square Feet,,120 Feet,35.00 Feet,R2-2,Sewer (Municipal),,5,2nd Level,2nd Level3.43 X 2.92,2nd Level3.38 X 3.99,,Main Level3.40 X 3.40,Main Level2.82 X 3.40,,Main Level5.41 X 3.40,,,,,,,,,,,,,,< 0.5,1.5 Storey,"Development Potential, Full, Unfinished",Vinyl Siding,Central Air,Private Drive Single Wide,Landscaped,"Forced Air, Natural Gas",High Speed Internet,"Electric Dryer Hookup, Laundry Room, Lower Level, Washer Hookup","Urban, Landscaped, Place of Worship, Playground Nearby, Schools, Shopping Nearby",,"Detached Garage, Garage Door Opener, Concrete",,Asphalt Shing,"Smoke Detector, Carbon Monoxide Detector(s), Smoke Detector(s)","Cable Connected, Cell Service, Electricity Connected, Garbage/Sanitary Collection, Natural Gas Connected, Recycling Pickup, Street Lights",,Municipal-Metered,,,,,,,,,,"Living Room, Gas",,,,,Fence - Partial,Window Coverings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/391-thiel-street/20373698/mls40473007/,"$459,900",,,5,3+0,,,,,,,1604.56 Square Feet,,144.51 Feet,50.25 Feet,R2-3,Sewer (Municipal),,6,Main Level2.13 X 1.80,Main Level3.48 X 3.25,Main Level3.99 X 5.38,,Main Level2.34 X 2.74,Main Level3.02 X 4.50,Basement Level4.22 X 4.44,Main Level3.91 X 4.50,,,,,,,,Basement Level1.52 X 2.51,,,,,,< 0.5,Bungalow,"Separate Entrance, Full, Finished","Aluminum Siding, Brick","Central Air, Window Unit(s)",Private Drive Double Wide,Landscaped,"Forced Air, Natural Gas","High Speed Internet, Central Vacuum, In-Law Floorplan",In Basement,"Urban, Airport, Ample Parking, Hospital, Library, Park, Place of Worship, Public Transit, School Bus Route, Schools, Shopping Nearby",Other,,,Asphalt Shing,,"Electricity Connected, Street Lights, Phone Connected",,Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,Basement Level4.19 X 6.48,Basement Level4.29 X 5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/118-jacqueline-street/20373499/mls40469841/,"$440,000",,,3,1+0,,,,1965,,,846.91 Square Feet,,,58.00 Feet,R2-2,Sewer (Municipal),,2,Main Level3.43 X 1.96,Main Level2.82 X 2.92,Main Level3.81 X 3.10,Basement Level3.78 X 6.76,,Main Level4.42 X 3.02,,Main Level3.43 X 4.39,,,,,,,Basement Level2.29 X 2.69,Basement Level2.26 X 2.87,,,,,,< 0.5,Bungalow,"Full, Partially Finished",Brick,Central Air,Private Drive Single Wide,Landscaped,"Forced Air, Natural Gas","Ceiling Fan(s), In-law Capability",In Basement,"Urban, Irregular Lot, Hospital, Park, Playground Nearby, Public Transit, Schools, Shopping Nearby, Trails",Shed(s),,"Municipal Road, Public Road",Shingle,"Smoke Detector, None","Cable Connected, Cell Service, Electricity Connected, Fibre Optics, Garbage/Sanitary Collection, High Speed Internet Avail, Natural Gas Connected, Phone Connected",,Municipal,,,,,,,,,,,,Basement Level3.33 X 3.86,,,,Window Coverings,,,,,,,,,,Paved,Basement Level3.28 X 2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/1260-limberlost-road/20373661/mls40472534/,"$439,900",,,3,1+1,,,,,,,1297.39 Square Feet,,,0.00 Feet,r5-4,Sewer (Municipal),,2,3rd Level,3rd Level3.33 X 2.41,3rd Level4.29 X 3.51,,2nd Level3.12 X 3.02,2nd Level3.56 X 3.05,,Main Level5.03 X 4.29,,,,,,,Basement Level5.05 X 3.43,,,,,,,,Two Story,"Partial, Unfinished","Brick, Vinyl Siding",Central Air,Private Drive Single Wide,,"Forced Air, Natural Gas",Auto Garage Door Remote(s),,"Urban, Landscaped, Playground Nearby, Schools, Shopping Nearby",,Attached Garage,,Shingle,,,,Municipal-Metered,,,,,,,,,,,,,,,,,,,,,,,,,,,Basement Level1.88 X 0.84,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/19-160-conway-drive/20375459/mls40472922/,"$374,900",,,3,1+1,,,,1987,,,1290 Square Feet,,,,R5-4,Sewer (Municipal),,2,2nd Level,2nd Level3.05 X 3.35,2nd Level3.05 X 4.75,"Other level
                
            
        
        
            
                :Lower3.20 X 5.79",Main Level2.13 X 4.75,Main Level2.82 X 3.12,,Main Level3.35 X 5.87,,,,,,,,,,,,,,Not Applicable,Two Story,"Partial, Partially Finished","Brick, Vinyl Siding",None,"Carport Parking, Private Drive Single Wide",,"Baseboard, Electric",,In Basement,"Urban, Business Centre, Highway Access, Hospital, Industrial Mall, Industrial Park, Major Highway, Open Spaces, Park, Place of Worship, Playground Nearby, Public Parking, Public Transit, Rec./Community Centre, Regional Mall, School Bus Route, Schools, Shopping Nearby",,,,Asphalt Shing,None,,,Municipal-Metered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/102-mcleod-crescent/20369301/mls40472857/,"$949,900",,,4,2+1,,,,1963,,,1800 Square Feet,,147 Feet,89.00 Feet,R1-7,Sewer (Municipal),,5,2nd Level,2nd Level3.89 X 3.33,2nd Level3.91 X 3.76,,Main Level5.08 X 3.51,Main Level3.05 X 3.35,,,,,,,,,,"Other level
                
            
        
        
            
                :Lower1.52 X 3.05",,,,Main Level4.27 X 5.49,,< 0.5,Two Story,"Full, Finished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Awning(s), Landscaped","Forced Air, Natural Gas",Auto Garage Door Remote(s),In Basement,"Urban, Arts Centre, Cul-De-Sac, Dog Park, Near Golf Course, Greenbelt, Hospital, Library, Open Spaces, Park, Place of Worship, Playground Nearby, Public Parking, Public Transit, Quiet Area, Rec./Community Centre, Regional Mall, School Bus Route, Schools, Shopping Nearby","Shed(s), Storage","Attached Garage, Garage Door Opener",,Asphalt Shing,"Smoke Detector, Smoke Detector(s)",,,Municipal-Metered,,,,,,,,,,"Family Room, Gas",,,,,Full,Window Coverings,,,,,,,,,,,,,,"In Ground, In Ground",Main Level3.05 X 3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/588-rosedale-st/20362039/mlsx6759780/,"$699,900",Freehold,Single Family,2,3,,,,,,,,,,,,,,2,,Main Level3.45 m x 2.59 m11.32 ft x 8.50 ft,,,Main Level4.29 m x 3.48 m14.07 ft x 11.42 ft,Main Level3.71 m x 3.53 m12.17 ft x 11.58 ft,Lower Level5.54 m x 4.60 m18.18 ft x 15.09 ft,Main Level4.67 m x 4.37 m15.32 ft x 14.34 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,33 x 105 FT,Lower Level2.90 m x 2.64 m9.51 ft x 8.66 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/220-deveron-crescent/20369315/mls40455629/,"$699,000",,,4,2+1,,,,1977,,,1059 Square Feet,,110 Feet,45.00 Feet,R1-3,Sewer (Municipal),,,"Other level
                
            
        
        
            
                :Lower1.70 X 2.34",2nd Level2.82 X 2.69,2nd Level3.02 X 3.91,"Other level
                
            
        
        
            
                :Lower4.62 X 4.98",Main Level3.84 X 1.98,Main Level2.74 X 2.64,,Main Level3.61 X 5.08,,,,,,,,,,,,,,< 0.5,Split Level,"Full, Partially Finished","Brick, Vinyl Siding",Central Air,Private Drive Single Wide,,"Forced Air, Natural Gas",Other,,"Urban, Shopping Nearby",,Attached Garage,,Shingle,,,,Municipal,,,,,,,,,,,,,Main Level2.69 X 2.46Note:Breakfast Room,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/1182-kimball-cres/20361761/mlsx6760374/,"$649,990",Freehold,Single Family,3,2,,,"Hospital, Public Transit, Schools",,"Community Centre, School Bus",,,,,,,,Attached garage,3,,,2nd LevelMeasurements not available,,,Ground LevelMeasurements not available,Ground LevelMeasurements not available,,,,,"Hydro - Installed, Natural Gas - Installed, Sewer - Installed, Cable - Available",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,29.53 x 108.27 FT,2nd LevelMeasurements not available,2nd LevelMeasurements not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/300-wellington-rd/20361752/mlsx6760258/,"$649,900",Freehold,Single Family,2+2,3,,,,,,,,,,,,,Detached garage,4,,Main Level3.38 m x 3.10 m11.09 ft x 10.17 ft,,,,Main Level3.05 m x 2.44 m10.01 ft x 8.01 ft,Lower Level5.78 m x 3.65 m18.96 ft x 11.98 ft,Main Level7.01 m x 3.87 m23.00 ft x 12.70 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,55 x 122 FT ; 122.31*55.13*122.31*55.13,Main Level3.10 m x 2.80 m10.17 ft x 9.19 ft,Lower Level3.00 m x 2.40 m9.84 ft x 7.87 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Level3.65 m x 2.40 m11.98 ft x 7.87 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/1414-norman-avenue/20367676/mls40469021/,"$579,000",,,4,2+0,,,,1955,,,1290 Square Feet,,120 Feet,94.12 Feet,R1-9,Sewer (Municipal),,4,Main Level,"Other level
                
            
        
        
            
                :Lower3.58 X 3.25",,"Other level
                
            
        
        
            
                :Lower6.10 X 3.43",,Main Level6.32 X 3.10,Main Level2.64 X 2.62,Main Level4.67 X 3.38,,,,,,,"Other level
                
            
        
        
            
                :Lower",,,,,,,< 0.5,Bungalow,"Full, Partially Finished","Aluminum Siding, Brick",Central Air,Private Drive Double Wide,,"Forced Air, Natural Gas",,Lower Level,"Urban, Rectangular, Library, Public Transit, Schools, Shopping Nearby",Shed(s),,Municipal Road,Asphalt Shing,,,,Municipal-Metered,,,,,,,,,,,,,"Other level
                
            
        
        
            
                :LowerNote:Cold Room",,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/25-626-wharncliffe-road-s/20368010/mls40472695/,"$464,900",,,3,1+1,,,,1991,,,1210 Square Feet,,,1.00 Feet,R5-3,Sewer (Municipal),,1,2nd Level,2nd Level2.82 X 2.74,2nd Level4.44 X 2.97,,,,"Other level
                
            
        
        
            
                :Lower5.61 X 5.18",,,,,,,,,,,,,,,Not Applicable,Two Story,"Full, Partially Finished","Brick, Vinyl Siding",Central Air,"Outside/Surface/Open, Visitor Parking",Privacy,"Forced Air, Natural Gas",High Speed Internet,Lower Level,"Urban, Highway Access, Hospital, Landscaped, Park, Playground Nearby, Public Transit, Quiet Area, Schools, Shopping Nearby",,Assigned,Municipal Road,Asphalt Shing,Alarm System,"Cable Connected, Cell Service, Electricity Connected, Garbage/Sanitary Collection, Natural Gas Connected, Recycling Pickup, Phone Connected",Garden,Municipal-Metered,,,,,,,,,,Roughed In,,,Main Level5.49 X 5.49Note:Living/Dining Room,,,,,,,,,,,,,,,Main Level3.45 X 2.97,"BBQs Permitted, Parking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/18-70-fiddlers-green-rd/20360330/mlsx6760206/,"$434,900",,,4,2,,,,,,,,,,,,,Owned,1,,,,"Basement Level3.93 m x 4.75 m12.89 ft x 15.58 ftNote:Laminate, Pot Lights","Main Level2.62 m x 2.68 m8.60 ft x 8.79 ftNote:Laminate, W/O To Terrace","Main Level2.51 m x 3.23 m8.23 ft x 10.60 ftNote:Laminate, Combined W/Dining",,"Main Level5.16 m x 5.26 m16.93 ft x 17.26 ftNote:Laminate, Fireplace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2nd Level3.14 m x 3.86 m10.30 ft x 12.66 ftNote:Laminate, Closet, Window","2nd Level2.73 m x 2.78 m8.96 ft x 9.12 ftNote:Laminate, Closet, Window",$305 Monthly,,,,,Main Level3.05 m x 2.4 m10.01 ft x 7.87 ftNote:Laminate,"2nd Level2.91 m x 4.48 m9.55 ft x 14.70 ftNote:Laminate, W/I Closet, Window",,,,"$1,934",,No,,Owner,,,2-Storey,,,,,,,,,"2nd Level2.24 m x 3.42 m7.35 ft x 11.22 ftNote:Laminate, Closet, Window",Yes,Yes,Yes,31-50,Restrict,No,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/51-166-southdale-road-w/20369340/mls40472556/,"$399,900",,,3,1+1,,,,1976,,,1140 Square Feet,,,,R5-3,Sewer (Municipal),,1,2nd Level,2nd Level2.95 X 2.57,2nd Level4.47 X 3.20,"Other level
                
            
        
        
            
                :Lower5.26 X 3.58",Main Level3.10 X 2.36,Main Level2.18 X 2.16,,Main Level5.23 X 3.73,,,,,,,,,,,,,,< 0.5,Two Story,"Full, Finished",Brick,Window Unit(s),"Outside/Surface/Open, Visitor Parking",,"Baseboard, Electric","Ceiling Fan(s), Floor Drains, Florescent Lights, Separate Heating Controls",,"Urban, Public Transit, Quiet Area, School Bus Route, Schools, Shopping Nearby",,,,Asphalt Shing,Smoke Detector,,,Municipal,,,,,,,,,,,,,"Other level
                
            
        
        
            
                :Lower2.13 X 1.83Note:Bonus Room",,,,,,,,,,,,,,,,"BBQs Permitted, Parking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/69-adelaide-street-n/20373231/mls40473126/,"$399,000",,,4,1+0,,,,,,,750 Square Feet,,101.58 Feet,29.96 Feet,R2-2,Sewer (Municipal),,2,Main Level,Main Level2.51 X 2.64,Main Level3.10 X 4.14,,Main Level2.82 X 3.43,Main Level2.82 X 4.04,,Main Level2.82 X 4.88,,,,,,,,,,,,,,< 0.5,Bungalow,"Partial, Unfinished",Stucco,Wall Unit(s),Outside/Surface/Open,,"Forced Air, Natural Gas",,,"Urban, City Lot, Hospital, Industrial Mall",,,Municipal Road,Asphalt Shing,,,,Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/303-wolfe-street/20371918/mls40473101/,"$1,499,900",,,7,4+1,,,,,,,3600 Square Feet,,150 Feet,40.00 Feet,R3-1(6),Sewer (Municipal),,8,3rd Level,3rd Level2.74 X 2.74,,,Main Level2.44 X 3.35,,,,,,,,,,,,,,,,,< 0.5,2.5 Storey,"Partial, Unfinished",Brick,Central Air,"Private Drive Single Wide, Visitor Parking",,"Forced Air, Natural Gas","Separate Heating Controls, Separate Hydro Meters","In-Suite, Main Level","Urban, City Lot, Park, Place of Worship, Playground Nearby, Public Transit, Schools, Shopping Nearby",,"Asphalt, Gravel",,Metal,,,,Municipal,,,,,,,,,,,,,Main Level3.96 X 5.49Note:Living/Dining Room,,,,,,,,,,,,,,,Main Level4.27 X 3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/303-wolfe-street/20372067/mls40473080/,"$1,499,900",,,8,,,,,,,,3600 Square Feet,,150 Feet,40.00 Feet,R3-1(6),Sewer (Municipal),,8,,,,,,,,,,,,,,,,,,,,,,< 0.5,,"Partial, Unfinished","Brick, Vinyl Siding",Central Air,"Private Drive Single Wide, Visitor Parking",Separate Hydro Meters,"Forced Air, Natural Gas","Central Vacuum, Separate Heating Controls, Separate Hydro Meters",In-Suite,"City Lot, Park, Playground Nearby, Public Transit, Schools, Shopping Nearby",,"Asphalt, Gravel, Assigned, Guest",,Metal,,,,Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/3948-malpass-road/20360204/mls40472038/,"$999,900",,,4,3+1,,,,1987,,,2238.8 Square Feet,,169.62 Feet,69.88 Feet,R1-8,Sewer (Municipal),,4,Main Level0.89 X 1.98,2nd Level4.17 X 4.09,2nd Level6.53 X 3.45,,Main Level4.83 X 3.25,Main Level4.14 X 3.91,Basement Level8.03 X 6.38,Main Level5.61 X 3.78,,,,,,Main Level4.83 X 3.05,,Main Level2.08 X 2.90,,,,,,< 0.5,Two Story,"Walk-Up Access, Full, Finished, Sump Pump","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Landscaped, Privacy","Forced Air, Natural Gas","High Speed Internet, Central Vacuum, In-law Capability","Laundry Room, Main Level, Sink","Urban, Rectangular, Highway Access, Landscaped, Library, Park, Place of Worship, Playground Nearby, School Bus Route, Schools, Shopping Nearby, Trails","Shed(s), Storage","Attached Garage, Garage Door Opener, Concrete, Inside Entry","Municipal Road, Year Round Road",Asphalt Shing,"Smoke Detector, Smoke Detector(s)","Cable Connected, Cell Service, Electricity Connected, Fibre Optics, Garbage/Sanitary Collection, Natural Gas Connected, Recycling Pickup, Street Lights, Phone Connected, Underground Utilities",,Municipal-Metered,None,,,,,,,,,"Electric, Family Room, Living Room, Wood Burning",Basement Level4.01 X 3.71,,Main Level3.33 X 4.65Note:Breakfast Room,,Full,Window Coverings,,,,,,,,,,Paved,Basement Level1.85 X 6.48,,,"Salt Water, Salt Water",,None,,,,,,,,,Main Level4.14 X 3.25,Basement Level3.71 X 6.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/1628-chelton-place/20362946/mls40472232/,"$769,900",,,4,2+1,,,,2007,,,2346 Square Feet,,121.72 Feet,36.75 Feet,R1-4 (10),Sewer (Municipal),,6,2nd Level2.49 X 2.46,2nd Level4.09 X 3.28,2nd Level5.69 X 3.71,Basement Level10.72 X 3.43,Main Level3.48 X 3.40,Main Level4.90 X 4.06,Main Level4.39 X 4.06,Main Level6.27 X 3.58,,,,,,,Basement Level6.05 X 4.47,Main Level2.90 X 2.11,,,,,,< 0.5,Two Story,"Full, Partially Finished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,,"Fireplace-Gas, Forced Air",Ceiling Fan(s),,"Urban, Cul-De-Sac, Highway Access, Hospital, Library, Major Highway, Open Spaces, Park, Playground Nearby, Public Transit, Schools, Trails",,"Attached Garage, Inside Entry",,Asphalt Shing,Smoke Detector,,,Municipal,,,,,,,,,,Gas,,Basement Level5.46 X 3.94,2nd Level,,,Window Coverings,,,,,,,,,,,,,,,,Stair Lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/171-clarke-road/20360012/mls40472072/,"$620,000",,,5,2+0,,,,,,,700 Square Feet,,,50.00 Feet,R2-2,Sewer (Municipal),,4,"Other level
                
            
        
        
            
                :Lower",Main Level3.45 X 2.44,,,,"Other level
                
            
        
        
            
                :Lower1.85 X 3.33",,,,,,,,,,,,,,,,< 0.5,Bungalow,"Full, Finished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,,"Forced Air, Natural Gas",In-law Capability,"Lower Level, Main Level","Urban, Airport, City Lot, Highway Access, Place of Worship, Playground Nearby, Public Transit, School Bus Route, Schools, Shopping Nearby",,Detached Garage,,Asphalt Shing,"Carbon Monoxide Detector(s), Smoke Detector(s)",,,Municipal-Metered,,,,,,,,,,,,,Main Level5.33 X 3.45Note:Living/Dining Room,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/1440-helena-montague-avenue/20359616/mls40469770/,"$599,900",,,3,1+1,,,,1968,,,1048.38 Square Feet,,65.17 Feet,100.26 Feet,R1-7,Sewer (Municipal),,3,"Other level
                
            
        
        
            
                :Lower1.73 X 1.65",2nd Level3.02 X 3.94,2nd Level3.02 X 3.58,,Main Level2.57 X 3.68,Main Level2.97 X 3.68,"Other level
                
            
        
        
            
                :Lower2.06 X 1.75",Main Level5.72 X 3.96,,,,,,,Basement Level1.93 X 3.96,Basement Level5.69 X 3.10,,,,,,< 0.5,Sidesplit,"Development Potential, Full, Partially Finished","Brick, Vinyl Siding",Central Air,"Carport Parking, Private Drive Single Wide","Landscaped, Lawn Sprinkler System, Privacy","Forced Air, Natural Gas","High Speed Internet, Built-In Appliances, Ceiling Fan(s)",In Basement,"Urban, Rectangular, Corner Lot, Landscaped, Library, Open Spaces, Park, Place of Worship, Playground Nearby, Public Transit, Quiet Area, Schools, Shopping Nearby, Trails",Shed(s),Asphalt,Municipal Road,"Asphalt, Asphalt Shing, Flat","Carbon Monoxide Detector, Smoke Detector, Alarm System, Carbon Monoxide Detector(s), Smoke Detector(s)","At Lot Line-Gas, At Lot Line-Hydro, At Lot Line-Municipal Water, Cable Connected, Cable Available, Cell Service, Electricity Connected, Electricity Available, Garbage/Sanitary Collection, High Speed Internet Avail, Internet Other, Natural Gas Connected, Natural Gas Available, Recycling Pickup, Street Lights, Phone Connected, Phone Available",,Municipal,None,,,,,,,,,"Family Room, Insert, Wood Burning",,,,,,,,,,,,,,,,,Basement Level3.53 X 2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/29-ranchwood-cres-w/20356081/mlsx6757974/,"$549,900",Freehold,Single Family,3,2,,,"Hospital, Schools",,School Bus,,,,,,,,,2,2nd Level1.20 m x 1.40 m3.94 ft x 4.59 ft,,2nd Level3.96 m x 2.74 m12.99 ft x 8.99 ft,,Ground Level2.44 m x 3.05 m8.01 ft x 10.01 ft,Ground Level3.66 m x 3.05 m12.01 ft x 10.01 ft,Basement Level4.27 m x 7.62 m14.01 ft x 25.00 ft,Ground Level4.88 m x 3.35 m16.01 ft x 10.99 ft,,,,"Natural Gas - Available, Hydro - Available, Sewer - Available, Cable - Available",,,Basement Level3.96 m x 3.05 m12.99 ft x 10.01 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,30.25 x 105.95 FT,2nd Level2.74 m x 3.05 m8.99 ft x 10.01 ft,2nd Level2.74 m x 3.05 m8.99 ft x 10.01 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/9-1673-richmond-st/20358925/mlsx6758980/,"$499,900",,Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/2305-323-colborne-street/20369416/mls40467456/,"$298,900",,,1,1+0,,,,1987,,,825 Square Feet,,,,"H-3, DA2, D350",Sewer (Municipal),,1,Main Level,Main Level4.32 X 3.61,,,Main Level2.84 X 2.46,Main Level2.59 X 2.39,,Main Level5.69 X 3.73,,,,,,,,Main Level1.22 X 1.22,,,,,,Not Applicable,1 Storey/Apt,None,Cement Siding,Central Air,None,,Electric Forced Air,Other,In-Suite,"Urban, Other",,,,Other,,,,Municipal,,,,,,,$464,,,,,,,,,,,,,,,,,,,,Main Level1.96 X 1.91,,"Elevator(s), Fitness Center, Guest Suites, Party Room, Pool, Sauna, Tennis Court(s), Parking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
