,Link,Price,Bedrooms:,Bathrooms:,Floor Space (approx):,Lot Frontage:,Zoning:,Sewer:,Bathroom,Bedroom,Primary Bedroom,Kitchen,Acres Range:,Architectural Style:,Basement:,Construction Materials:,Cooling:,Driveway Parking:,Heating:,Lot Features:,Roof:,Water Source:,Number_Parking_Spaces
635,https://www.royallepage.ca/en/property/ontario/london/2886-doyle-drive/19764364/mls40426364/,"$1,199,000",5,4+1,2884 Square Feet,30.82 Feet,Single Family Detached,Other,2nd Level,2nd Level3.86 X 3.63,2nd Level3.61 X 6.35,Main Level3.66 X 5.18,< 0.5,Two Story,"Full, Finished","Brick, Concrete, Vinyl Siding",Central Air,Private Drive Double Wide,Forced Air,"Urban, Pie Shaped Lot, Airport, Ample Parking, Dog Park, Near Golf Course, Highway Access, Hospital, Library, Open Spaces, Park, Place of Worship, Playground Nearby, Public Transit, Quiet Area, Rec./Community Centre, Schools",Shingle,Municipal,6.0
636,https://www.royallepage.ca/en/property/ontario/london/19-1777-highbury-ave-n/19753262/mlsx6038128/,"$999,900",3+2,4,,,,,,Basement LevelMeasurements not available,2nd LevelMeasurements not available,Main LevelMeasurements not available,,,,,,,,,,,6.0
637,https://www.royallepage.ca/en/property/ontario/london/20-the-ridgeway-st/19753927/mlsx6034572/,"$949,050",7+4,6,,,,,,,,,,,,,,,,,,,6.0
638,https://www.royallepage.ca/en/property/ontario/london/1609-noah-bend/19763282/mls40426179/,"$909,900",4,2+1,2319 Square Feet,36.20 Feet,R1-3(8),Sewer (Municipal),Main Level,2nd Level3.68 X 3.86,2nd Level4.39 X 4.22,Main Level3.15 X 3.61,< 0.5,Two Story,"Full, Unfinished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Near Golf Course, Industrial Mall, Library, Park, Place of Worship, Playground Nearby, Public Transit, Schools, Shopping Nearby",Asphalt Shing,Municipal,4.0
639,https://www.royallepage.ca/en/property/ontario/london/1256-emma-chase/19763379/mls40426039/,"$889,900",4,2+1,2213 Square Feet,36.20 Feet,R1-3(8),Sewer (Municipal),Main Level,2nd Level3.81 X 4.06,2nd Level4.27 X 5.18,Main Level3.48 X 4.52,< 0.5,Two Story,"Full, Unfinished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Near Golf Course, Industrial Mall, Library, Park, Place of Worship, Playground Nearby, Public Transit, Schools, Shopping Nearby",Asphalt Shing,Municipal,4.0
640,https://www.royallepage.ca/en/property/ontario/london/1605-noah-bend/19763208/mls40425555/,"$879,900",4,2+1,2143 Square Feet,36.20 Feet,R1-3(8),Sewer (Municipal),Main Level,2nd Level3.81 X 3.05,2nd Level4.44 X 5.36,Main Level2.74 X 4.06,< 0.5,Two Story,"Full, Unfinished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Near Golf Course, Industrial Mall, Library, Park, Place of Worship, Playground Nearby, Public Transit, Schools, Shopping Nearby",Asphalt Shing,Municipal,4.0
641,https://www.royallepage.ca/en/property/ontario/london/1625-noah-bend/19763210/mls40425529/,"$869,900",4,2+1,1956 Square Feet,36.20 Feet,R1-3(8),Sewer (Municipal),Main Level,2nd Level2.92 X 3.84,2nd Level5.03 X 3.73,Main Level3.43 X 3.81,< 0.5,Two Story,"Full, Unfinished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Near Golf Course, Industrial Mall, Library, Park, Place of Worship, Playground Nearby, Public Transit, Schools, Shopping Nearby",Asphalt Shing,Municipal,4.0
642,https://www.royallepage.ca/en/property/ontario/london/90-adelaide-street-s/19760589/mls40425866/,"$445,000",2,1+0,903 Square Feet,40.00 Feet,R2-2,Sewer (Municipal),Main Level1.83 X 1.83,Main Level2.87 X 2.87,,Main Level2.44 X 3.35,< 0.5,Bungalow,"Full, Partially Finished",Brick,,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Rectangular, Park, Place of Worship, Playground Nearby, Public Transit, School Bus Route, Schools, Shopping Nearby, Trails",Asphalt Shing,Municipal-Metered,
643,https://www.royallepage.ca/en/property/ontario/london/80-princeton-terrace/19750631/mls40424443/,"$1,499,000",2,2+1,2194.77 Square Feet,70.00 Feet,R1-9(8),Sewer (Municipal),Main Level,Main Level3.45 X 4.27,Main Level4.60 X 4.37,Main Level3.15 X 6.10,< 0.5,Bungalow,"Full, Unfinished, Sump Pump","Stone, Stucco",Central Air,Private Drive Triple+ Wide,"Forced Air, Natural Gas","Urban, Rectangular, Near Golf Course, Library, Park, Rec./Community Centre, Schools, Shopping Nearby, Skiing, Trails",Shingle,Municipal-Metered,
644,https://www.royallepage.ca/en/property/ontario/london/738-hickoryridge-common/19750723/mls40424966/,"$1,279,000",5,3+1,2631 Square Feet,59.20 Feet,R1-7,Sewer (Municipal),Main Level0.00 X 0.00,2nd Level3.58 X 4.65,2nd Level5.92 X 4.22,Main Level4.55 X 3.05,< 0.5,Two Story,"Full, Finished, Sump Pump","Brick, Stucco, Vinyl Siding",Central Air,Private Drive Double Wide,"Fireplace-Gas, Forced Air, Natural Gas","Urban, Rectangular, Landscaped, Open Spaces, Park, Place of Worship, Playground Nearby, Public Parking, Public Transit, School Bus Route, Schools, Shopping Nearby, Trails",Shingle,Municipal,4.0
645,https://www.royallepage.ca/en/property/ontario/london/19-1777-highbury-avenue-n/19771905/mls40426423/,"$999,900",5,4+0,2900 Square Feet,40.26 Feet,RESIDENTIAL,Sewer (Municipal),2nd Level0.00 X 0.00,Basement Level0.00 X 0.00,,Basement Level0.00 X 0.00,< 0.5,Two Story,"Full, Finished","Aluminum Siding, Brick, Stone",Central Air,Front Yard Parking,Forced Air,"Urban, Highway Access, Public Transit, Rec./Community Centre, School Bus Route, Shopping Nearby",Asphalt Shing,Municipal,4.0
646,https://www.royallepage.ca/en/property/ontario/london/1780-owen-lane/19752593/mls40418481/,"$975,582",4,2+1,2579 Square Feet,35.20 Feet,R1-3(8),Sewer (Municipal),2nd Level,2nd Level3.48 X 3.51,2nd Level4.88 X 3.81,Main Level3.66 X 3.48,< 0.5,Two Story,"Full, Unfinished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Corner Lot, Near Golf Course, Industrial Mall, Library, Park, Place of Worship, Playground Nearby, Public Transit, Schools, Shopping Nearby",Asphalt Shing,Municipal,4.0
647,https://www.royallepage.ca/en/property/ontario/london/1596-noah-bend/19752718/mls40425421/,"$899,975",4,2+1,2145 Square Feet,35.10 Feet,R1-3(8),Sewer (Municipal),Main Level,2nd Level3.56 X 3.38,2nd Level4.32 X 4.27,Main Level3.20 X 3.78,< 0.5,Two Story,"Full, Unfinished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Near Golf Course, Industrial Mall, Library, Park, Place of Worship, Playground Nearby, Public Transit, Schools, Shopping Nearby",Asphalt Shing,Municipal,4.0
648,https://www.royallepage.ca/en/property/ontario/london/417-1975-fountain-grass-drive/19779351/mls40401122/,"$699,000",2,2+0,1180 Square Feet,432.00 Feet,R6-5 (77),Sewer (Municipal),Main Level,Main Level3.28 X 2.82,Main Level3.58 X 3.20,Main Level2.97 X 2.29,2-4.99,1 Storey/Apt,,"Brick, Cement Siding, Concrete",Central Air,Visitor Parking,"Forced Air, Natural Gas","Urban, Irregular Lot, Near Golf Course, Park, Quiet Area",Flat,Municipal,1.0
649,https://www.royallepage.ca/en/property/ontario/london/77-blackfriars-street/19752687/mls40424660/,"$599,900",5,,1027 Square Feet,41.00 Feet,R2-2,Sewer (Municipal),,,,,< 0.5,,"Full, Finished","Aluminum Siding, Vinyl Siding",Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Park, Place of Worship, Public Transit, Schools, Shopping Nearby",Asphalt Shing,Municipal,
650,https://www.royallepage.ca/en/property/ontario/london/1673-brayford-avenue/19745692/mls40424368/,"$1,270,000",4,4+1,2831 Square Feet,39.63 Feet,SFR,Sewer (Municipal),2nd Level,2nd Level3.96 X 3.51,2nd Level4.95 X 3.96,Main Level4.42 X 3.05,< 0.5,Two Story,"Development Potential, Full, Unfinished, Sump Pump","Brick, Stucco, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Pie Shaped Lot, School Bus Route, Schools, Shopping Nearby, Skiing, Trails",Asphalt Shing,"Municipal, Municipal-Metered",
651,https://www.royallepage.ca/en/property/ontario/london/2326-wickerson-road/19741534/mls40424280/,"$1,099,000",4,3+1,2250 Square Feet,40.45 Feet,SFR,Sewer (Municipal),Main Level,2nd Level3.66 X 3.48,2nd Level4.37 X 3.96,Main Level3.81 X 3.17,< 0.5,Two Story,"Development Potential, Full, Unfinished, Sump Pump","Brick, Hardboard, Stone, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Schools, Shopping Nearby, Skiing, Trails",Asphalt Shing,Municipal-Metered,4.0
652,https://www.royallepage.ca/en/property/ontario/london/93-stanley-street/19757754/mls40421083/,"$599,900",4,2+0,1500 Square Feet,47.00 Feet,CC1,Sewer (Municipal),2nd Level2.74 X 1.52,2nd Level3.12 X 3.35,2nd Level3.38 X 4.24,Main Level2.74 X 3.05,< 0.5,Two Story,"Full, Unfinished","Brick, Other",Central Air,"Outside/Surface/Open, Private Drive Single Wide",Forced Air,"Urban, High Traffic Area, Park, Public Transit, Trails, Visual Exposure","Asphalt Shing, Other",Municipal-Metered,
653,https://www.royallepage.ca/en/property/ontario/london/174-king-street/19741693/mls40422783/,"$279,950",,,,,,,,,,,,,,,,,,"Ample Parking, City Lot, High Traffic Area, Public Parking, Public Transit, Shopping Nearby",,,
654,https://www.royallepage.ca/en/property/ontario/london/6957-royal-magnolia-ave-e/19734714/mlsx6021468/,"$729,900",3,3,,,,,Ground LevelMeasurements not available,2nd Level3.97 m x 4.45 m13.02 ft x 14.60 ft,,,,,,,,,,,,,2.0
655,https://www.royallepage.ca/en/property/ontario/london/2426-brigham-road/19725294/mls40421609/,"$2,800,000",,,,1076.48 Feet,A1,Septic Tank,,,,,10-24.99,,,,,,,"Urban, Rectangular",,Drilled Well,
656,https://www.royallepage.ca/en/property/ontario/london/1757-beaverbrook-avenue/19733995/mls40423525/,"$939,000",3,2+1,1892 Square Feet,38.20 Feet,SINGLE FAMILY DETACHED,Sewer (Municipal),Main Level1.50 X 1.80,2nd Level3.38 X 3.58,2nd Level3.38 X 6.32,Main Level3.51 X 3.66,< 0.5,Two Story,"Full, Unfinished","Aluminum Siding, Brick",Central Air,Boulevard Parking,Forced Air,"Urban, Pie Shaped Lot, Business Centre, Park, Playground Nearby, Public Transit, Quiet Area",Asphalt Shing,Municipal,
657,https://www.royallepage.ca/en/property/ontario/london/3445-richmond-st/19720076/mlsx6011004/,"$875,000",,5,3560.00 Square Feet,,,,,,,,,,,,,,,,,,3.0
658,https://www.royallepage.ca/en/property/ontario/london/572-piccadilly-street/19716626/mls40422271/,"$1,799,900",8,3+0,2567 Square Feet,56.60 Feet,R2-2,Sewer (Municipal),2nd Level,2nd Level3.84 X 4.06,,Main Level2.79 X 2.62,< 0.5,2.5 Storey,"Separate Entrance, Full, Partially Finished, Sump Pump","Block, Vinyl Siding",Wall Unit(s),Private Drive Single Wide,Heat Pump,"Urban, Rectangular, City Lot, Landscaped, Library, Park, Place of Worship, Playground Nearby, Public Transit, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,
659,https://www.royallepage.ca/en/property/ontario/london/24-567-rosecliffe-terrace/19718438/mls40422467/,"$1,699,900",5,3+1,3600 Square Feet,60.04 Feet,R1-9,Sewer (Municipal),"Other level
                
            
        
        
            
                :Lower",2nd Level3.68 X 3.25,2nd Level5.03 X 5.28,Main Level3.38 X 5.03,< 0.5,Two Story,"Separate Entrance, Walk-Out Access, Full, Finished, Sump Pump","Brick, Stone, Stucco",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Irregular Lot, Near Golf Course, Highway Access, Hospital, Playground Nearby, Public Transit, Schools, Shopping Nearby, Skiing, Trails",Asphalt Shing,Municipal-Metered,
660,https://www.royallepage.ca/en/property/ontario/london/373-boler-road/19716611/mls40421688/,"$649,900",4,3+0,957 Square Feet,50.00 Feet,R1-8,Sewer (Municipal),"Other level
                
            
        
        
            
                :Lower","Other level
                
            
        
        
            
                :Lower4.39 X 2.77",Main Level3.20 X 4.80,"Other level
                
            
        
        
            
                :Lower4.39 X 2.39",< 0.5,Bungalow,"Full, Finished",Brick,Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Park, Public Transit, Schools, Shopping Nearby",Asphalt Shing,Municipal,
661,https://www.royallepage.ca/en/property/ontario/london/941-oxford-street-e/19716630/mls40421230/,"$149,000",,,,,,,,,,,,,,,,,,"Ample Parking, Corner Lot, City Lot, High Traffic Area, Public Transit, Schools, Shopping Nearby",,,
662,https://www.royallepage.ca/en/property/ontario/london/751-leroy-avenue/19709033/mls40416169/,"$620,000",6,2+0,900 Square Feet,63.95 Feet,R1-6,Sewer (Municipal),"Other level
                
            
        
        
            
                :Lower",Main Level3.45 X 2.44,,"Other level
                
            
        
        
            
                :Lower2.54 X 1.91",< 0.5,Bungalow,"Full, Finished",Brick,Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Hospital, Landscaped, Major Highway, Park, Place of Worship, Public Transit, Rec./Community Centre, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,
663,https://www.royallepage.ca/en/property/ontario/london/109-king-street/19709100/mls40421023/,"$249,000",,,,,h-3*DA1(6)*D350,,,,,,,,,,,,,"Business Centre, Corner Lot, City Lot, High Traffic Area, Playground Nearby, Public Parking, Public Transit, Shopping Nearby, Visual Exposure",,,
664,https://www.royallepage.ca/en/property/ontario/london/lot-1-isleworth-rd/19693877/mlsx5992012/,"$1,299,900",4+1,4,,,,,,,2nd LevelMeasurements not available,Main LevelMeasurements not available,,,,,,,,,,,4.0
665,https://www.royallepage.ca/en/property/ontario/london/56-3425-grand-oak-crossing/19709896/mls40421928/,"$1,049,900",2,2+0,1753 Square Feet,,R6-5,Sewer (Municipal),Main Level,Main Level3.35 X 3.20,Main Level4.88 X 3.66,Main Level3.20 X 3.96,< 0.5,Bungalow,"Development Potential, Full, Unfinished","Brick, Stone, Stucco, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Near Golf Course, Highway Access, Hospital, Major Highway, Place of Worship, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,
666,https://www.royallepage.ca/en/property/ontario/london/50-3425-grand-oak-crossing/19709910/mls40421992/,"$1,049,900",2,2+0,1753 Square Feet,,R6-5,Sewer (Municipal),Main Level,Main Level3.35 X 3.20,Main Level4.88 X 3.66,Main Level3.20 X 3.96,< 0.5,Bungalow,"Development Potential, Full, Unfinished","Brick, Stone, Stucco, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Near Golf Course, Highway Access, Hospital, Major Highway, Place of Worship, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,
667,https://www.royallepage.ca/en/property/ontario/london/64-3425-grand-oak-crossing/19709005/mls40421895/,"$1,029,900",2,2+0,1702 Square Feet,,R6-5,Sewer (Municipal),Main Level,Main Level3.20 X 3.35,Main Level4.62 X 4.27,Main Level3.61 X 3.05,< 0.5,Bungalow,"Development Potential, Full, Unfinished","Brick, Stone, Stucco, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Near Golf Course, Highway Access, Hospital, Major Highway, Place of Worship, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,
668,https://www.royallepage.ca/en/property/ontario/london/44-3425-grand-oak-crossing/19709900/mls40421968/,"$1,029,900",2,2+0,1702 Square Feet,,R6-5,Sewer (Municipal),Main Level,Main Level3.20 X 3.35,Main Level4.62 X 4.27,Main Level3.61 X 3.05,< 0.5,Bungalow,"Development Potential, Full, Unfinished","Brick, Stone, Stucco, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Near Golf Course, Highway Access, Hospital, Major Highway, Place of Worship, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,
669,https://www.royallepage.ca/en/property/ontario/london/48-3425-grand-oak-crossing/19709011/mls40421873/,"$999,900",2,2+0,1663 Square Feet,,R6-5,Sewer (Municipal),Main Level,Main Level3.05 X 3.05,Main Level4.72 X 3.73,Main Level3.05 X 4.27,< 0.5,Bungalow,"Development Potential, Full, Unfinished","Brick, Stone, Stucco, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Near Golf Course, Highway Access, Hospital, Major Highway, Place of Worship, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,
670,https://www.royallepage.ca/en/property/ontario/london/46-3425-grand-oak-crossing/19709060/mls40421723/,"$999,900",2,2+0,1663 Square Feet,,R6-5,Sewer (Municipal),Main Level,Main Level3.05 X 3.05,Main Level4.72 X 3.73,Main Level3.05 X 4.27,< 0.5,Bungalow,"Full, Unfinished","Brick, Stone, Stucco, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Near Golf Course, Highway Access, Hospital, Major Highway, Place of Worship, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,
671,https://www.royallepage.ca/en/property/ontario/london/3127-turner-cres/19697259/mlsx5996204/,"$895,900",4,3,,,,,,2nd Level4.93 m x 3.81 m16.17 ft x 12.50 ft,2nd Level5.72 m x 4.27 m18.77 ft x 14.01 ft,Main Level3.96 m x 3.68 m12.99 ft x 12.07 ft,,,,,,,,,,,4.0
672,https://www.royallepage.ca/en/property/ontario/london/3123-turner-cres/19696143/mlsx5995224/,"$884,900",4,3,,,,,,2nd Level5.46 m x 2.00 m17.91 ft x 6.56 ft,2nd Level5.51 m x 3.91 m18.08 ft x 12.83 ft,Main Level3.66 m x 3.76 m12.01 ft x 12.34 ft,,,,,,,,,,,4.0
673,https://www.royallepage.ca/en/property/ontario/london/1604-capri-crescent/19702544/mls40421249/,"$799,000",3,2+1,2012 Square Feet,30.84 Feet,Residential,Sewer (Municipal),2nd Level,2nd Level0.00 X 0.00,2nd Level0.00 X 0.00,Main Level0.00 X 0.00,< 0.5,Two Story,"Partial, Unfinished","Brick, Vinyl Siding",Central Air,,Natural Gas,"Urban, Forest Management, Near Golf Course, Highway Access, Hospital, Industrial Mall, Industrial Park, Library, Major Highway, Open Spaces, Park, Place of Worship, Playground Nearby, Public Transit, Rec./Community Centre, Regional Mall, School Bus Route, Schools, Shopping Nearby, Other",Asphalt Shing,Municipal,3.0
674,https://www.royallepage.ca/en/property/ontario/london/32-adelaide-street-s/19708696/mls40421455/,"$399,900",0,,,40.00 Feet,AC4(8),Sewer (Municipal),,,,,< 0.5,,"Development Potential, Full, Unfinished",Block,,Outside/Surface/Open,"Forced Air, Natural Gas","Urban, Rectangular, High Traffic Area, Highway Access, Hospital, Public Transit, Shopping Nearby",,Municipal,4.0
675,https://www.royallepage.ca/en/property/ontario/london/1535-medway-park-drive/19694737/mls40419357/,"$1,775,000",4,3+1,3436 Square Feet,50.12 Feet,R1-4 (3 5),Sewer (Municipal),Main Level,2nd Level4.34 X 4.11,2nd Level4.88 X 4.72,Main Level4.88 X 3.96,< 0.5,Two Story,"Walk-Out Access, Full, Unfinished, Sump Pump","Brick, Stone, Wood Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Near Golf Course, Hospital, Library, Park, Place of Worship, Playground Nearby, Public Transit, Rec./Community Centre, Schools, Shopping Nearby, Trails",Shingle,Municipal,
676,https://www.royallepage.ca/en/property/ontario/london/lot-1-isleworth-road/19702622/mls40421168/,"$1,299,900",5,3+1,2700 Square Feet,81.07 Feet,R1-8,Sewer (Municipal),2nd Level,2nd Level3.35 X 3.25,2nd Level5.49 X 4.19,Main Level4.55 X 3.33,< 0.5,Two Story,"Full, Unfinished","Brick, Stone, Stucco",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Highway Access, Park",Shingle,Municipal-Metered,4.0
677,https://www.royallepage.ca/en/property/ontario/london/42-garden-walk/19691752/mls40419156/,"$1,100,000",4,2+2,2338 Square Feet,63.00 Feet,R1-4,Sewer (Municipal),2nd Level,2nd Level3.58 X 3.35,2nd Level5.08 X 3.89,Main Level5.69 X 3.84,< 0.5,Two Story,"Full, Finished, Sump Pump","Aluminum Siding, Brick",Central Air,Private Drive Double Wide,"Fireplace-Gas, Forced Air, Natural Gas","Urban, Irregular Lot, Cul-De-Sac, Hospital, Landscaped, Library, Park, Place of Worship, Playground Nearby, Public Transit, Quiet Area, School Bus Route, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,
678,https://www.royallepage.ca/en/property/ontario/london/3127-turner-crescent/19691670/mls40417658/,"$895,900",4,2+1,2366 Square Feet,36.00 Feet,R1-3(12),Sewer (Municipal),2nd Level,2nd Level4.93 X 3.81,2nd Level5.72 X 4.27,Main Level3.96 X 3.68,< 0.5,Two Story,"Full, Unfinished","Brick, Vinyl Siding",,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Rectangular, Airport, Near Golf Course, Highway Access, Major Highway, Place of Worship, Playground Nearby, Schools",Asphalt Shing,Municipal,4.0
679,https://www.royallepage.ca/en/property/ontario/london/3123-turner-crescent/19691780/mls40411081/,"$884,900",4,2+1,2316 Square Feet,36.00 Feet,R1-3(12),Sewer (Municipal),2nd Level,2nd Level3.45 X 3.78,2nd Level5.51 X 3.91,Main Level3.66 X 3.76,< 0.5,Two Story,"Full, Unfinished","Brick, Stucco, Vinyl Siding",,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Rectangular, Airport, Highway Access, Major Highway, Park, Place of Worship, Playground Nearby, Public Transit, School Bus Route, Schools, Shopping Nearby",Asphalt Shing,Municipal,4.0
680,https://www.royallepage.ca/en/property/ontario/london/186-king-street/19691709/mls40419911/,"$179,900",,,,,"H-3,DA1(9),D350",,,,,,,,,,,,,"City Lot, Public Parking, Public Transit",,,
681,https://www.royallepage.ca/en/property/ontario/london/424-waterloo-street/19677600/mls40418820/,"$1,990,000",0,,,78.80 Feet,"DA2, D350, h-3",Sewer (Municipal),,,,,,,"Separate Entrance, Full, Finished",,Central Air,"Boulevard Parking, Outside/Surface/Open",Forced Air,"Urban, Irregular Lot, City Lot, High Traffic Area, Public Transit, Shopping Nearby, Visual Exposure",,Municipal,6.0
682,https://www.royallepage.ca/en/property/ontario/london/476-ferndale-avenue/19677538/mls40419247/,"$659,900",5,2+0,1000 Square Feet,39.99 Feet,R1-4,Sewer (Municipal),Main Level0.00 X 0.00,"Other level
                
            
        
        
            
                :Lower4.75 X 3.40",Main Level3.73 X 3.71,Main Level5.23 X 3.20,< 0.5,Bungalow,"Full, Finished",Brick,"Central Air, Energy Efficient",Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Rectangular, Park, Public Transit, Schools, Shopping Nearby",Shingle,Municipal,
683,https://www.royallepage.ca/en/property/ontario/london/615-talbot-street/19680430/mls40419605/,"$589,900",4,1+0,1063 Square Feet,45.00 Feet,R3-1 OC2 & Z-1 (as of 10/19),Sewer (Municipal),Main Level,Main Level2.77 X 4.04,,Main Level3.53 X 2.59,< 0.5,Bungalow,"Crawl Space, Unfinished",Vinyl Siding,Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Rectangular, Corner Lot, Cul-De-Sac, City Lot, Park, Public Transit, Schools, Shopping Nearby, Trails",Asphalt Shing,Municipal-Metered,
684,https://www.royallepage.ca/en/property/ontario/london/2-499-sophia-crescent/19677922/mls40419375/,"$729,900",2,2+1,1669 Square Feet,,R5-4,Sewer (Municipal),Basement Level,2nd Level3.02 X 3.53,2nd Level4.88 X 4.22,,,Two Story,"Full, Finished, Sump Pump","Brick, Hardboard, Shingle Siding, Vinyl Siding",Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Hospital, Park, Place of Worship, Playground Nearby, Public Parking, Public Transit, School Bus Route, Schools, Shopping Nearby",Asphalt Shing,Municipal,
685,https://www.royallepage.ca/en/property/ontario/london/680-682-queens-avenue/19680501/mls40418126/,"$709,900",5,,1500 Square Feet,31.99 Feet,OC2/R3-1,Sewer (Municipal),,,,,< 0.5,,,Vinyl Siding,,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Rectangular, Corner Lot, City Lot, Public Transit, Rail Access",Asphalt Shing,Municipal-Metered,3.0
686,https://www.royallepage.ca/en/property/ontario/london/1420-ernest-ave/19658495/mlsx5969968/,"$299,000",,,,166.93 Feet,,,,,,,,,,,,,,,,,
687,https://www.royallepage.ca/en/property/ontario/london/460-sandringham-crescent/19677609/mls40419137/,$2,,,,223.13 Feet,RO1,Sewer (Municipal),,,,,,,,,,,,"Urban, Corner Lot, Park, Public Transit, Quiet Area, Schools, Shopping Nearby, Visual Exposure",,Municipal-Metered,
688,https://www.royallepage.ca/en/property/ontario/london/27-big-leaf-trail/19658346/mls40417036/,"$911,550",4,3+1,2033 Square Feet,48.00 Feet,RES,Sewer (Municipal),2nd Level,2nd Level3.10 X 3.35,2nd Level4.17 X 5.33,Main Level3.51 X 3.84,< 0.5,Two Story,"Development Potential, Full, Unfinished",Brick Front,"Central Air, Energy Efficient",Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Irregular Lot, Landscaped, Open Spaces, Park, Playground Nearby, Schools, Shopping Nearby, Trails",Shingle,Municipal,
689,https://www.royallepage.ca/en/property/ontario/london/1404-1235-richmond-street/19658356/mls40414730/,"$579,900",2,2+0,802 Square Feet,0.00 Feet,R9-7/H45/B14,Sewer (Municipal),Main Level1.96 X 1.68,Main Level4.29 X 2.77,,,,1 Storey/Apt,,Concrete,Central Air,"None, Visitor Parking","Forced Air, Natural Gas","Urban, City Lot, Greenbelt, High Traffic Area, Landscaped, Place of Worship, Playground Nearby, Public Parking, Public Transit, Rec./Community Centre, School Bus Route, Schools, Shopping Nearby, View from Escarpment",Flat,Municipal,
690,https://www.royallepage.ca/en/property/ontario/london/406-363-colborne-street/19649143/mls40402514/,"$389,000",2,2+0,1019.29 Square Feet,0.00 Feet,DA2,Sewer (Municipal),Main Level2.31 X 1.47,Main Level3.05 X 3.45,Main Level3.10 X 4.55,Main Level2.34 X 3.35,Not Applicable,1 Storey/Apt,,Block,Central Air,Outside/Surface/Open,Heat Pump,"Urban, Business Centre, City Lot, Hospital, Park, Place of Worship, Public Parking, Public Transit, Schools, Shopping Nearby",Other,Municipal,
691,https://www.royallepage.ca/en/property/ontario/london/111-wellington-street/19644021/mls40416458/,"$1,800,000",0,,,45.00 Feet,BDC(4),Sewer (Municipal),,,,,< 0.5,,"Walk-Up Access, Full, Unfinished",Brick,,Outside/Surface/Open,Natural Gas,"Urban, Rectangular, Ample Parking, City Lot, High Traffic Area, Hospital, Open Spaces, Park, Playground Nearby, Public Parking, Public Transit, Schools, Shopping Nearby",,Municipal-Metered,12.0
692,https://www.royallepage.ca/en/property/ontario/london/63-wistow-street/19643911/mls40416663/,"$648,888",5,2+0,800 Square Feet,54.33 Feet,R1-6,Sewer (Municipal),Main Level,Main Level3.28 X 2.46,,"Other level
                
            
        
        
            
                :Lower3.10 X 3.25",< 0.5,Bungalow,"Full, Finished",Brick,Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, City Lot, Park, Place of Worship, Playground Nearby, Public Parking, School Bus Route, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,
693,https://www.royallepage.ca/en/property/ontario/london/314-wolfe-st/19618221/mlsx5939364/,"$759,050",5,3,,,,,,Ground LevelMeasurements not available,,Ground LevelMeasurements not available,,,,,,,,,,,5.0
